match_id,innings,over,ball,batter,bowler,non_striker,batter_runs,extras,total_runs,extras_type,wicket_type,player_dismissed
1085945,1,7,4,PRCS Kumarihami,AM Peterson,MDN Hansika,0,0,0,,,
1085945,1,7,5,PRCS Kumarihami,AM Peterson,MDN Hansika,0,0,0,,,
1085945,1,7,6,PRCS Kumarihami,AM Peterson,MDN Hansika,1,0,1,,,
1085945,1,8,1,PRCS Kumarihami,SFM Devine,MDN Hansika,0,0,0,,,
1085945,1,8,2,PRCS Kumarihami,SFM Devine,MDN Hansika,0,0,0,,,
1085945,1,8,3,PRCS Kumarihami,SFM Devine,MDN Hansika,4,0,4,,,
1085945,1,8,4,PRCS Kumarihami,SFM Devine,MDN Hansika,0,0,0,,,
1085945,1,8,5,PRCS Kumarihami,SFM Devine,MDN Hansika,0,1,1,wides,,
1085945,1,8,6,PRCS Kumarihami,SFM Devine,MDN Hansika,0,0,0,,,
1085945,1,8,7,PRCS Kumarihami,SFM Devine,MDN Hansika,2,0,2,,,
1085945,1,9,1,MDN Hansika,AM Peterson,PRCS Kumarihami,0,0,0,,,
1085945,1,9,2,MDN Hansika,AM Peterson,PRCS Kumarihami,1,0,1,,,
1085945,1,9,3,PRCS Kumarihami,AM Peterson,MDN Hansika,0,0,0,,,
1085945,1,9,4,PRCS Kumarihami,AM Peterson,MDN Hansika,0,0,0,,,
1085945,1,9,5,PRCS Kumarihami,AM Peterson,MDN Hansika,0,0,0,,,
1085945,1,9,6,PRCS Kumarihami,AM Peterson,MDN Hansika,0,0,0,,,
1085945,1,10,1,MDN Hansika,SFM Devine,PRCS Kumarihami,0,0,0,,,
1085945,1,10,2,MDN Hansika,SFM Devine,PRCS Kumarihami,1,0,1,,,
1085945,1,10,3,PRCS Kumarihami,SFM Devine,MDN Hansika,0,0,0,,,
1085945,1,10,4,PRCS Kumarihami,SFM Devine,MDN Hansika,0,0,0,,,
1085945,1,10,5,PRCS Kumarihami,SFM Devine,MDN Hansika,0,0,0,,,
1085945,1,10,6,PRCS Kumarihami,SFM Devine,MDN Hansika,0,0,0,,,
1085945,1,11,1,MDN Hansika,AM Peterson,PRCS Kumarihami,0,0,0,,,
1085945,1,11,2,MDN Hansika,AM Peterson,PRCS Kumarihami,0,0,0,,,
1085945,1,11,3,MDN Hansika,AM Peterson,PRCS Kumarihami,0,0,0,,,
1085945,1,11,4,MDN Hansika,AM Peterson,PRCS Kumarihami,0,0,0,,,
1085945,1,11,5,MDN Hansika,AM Peterson,PRCS Kumarihami,0,0,0,,,
1085945,1,11,6,MDN Hansika,AM Peterson,PRCS Kumarihami,1,0,1,,,
1085945,1,12,1,MDN Hansika,SFM Devine,PRCS Kumarihami,1,0,1,,,
1085945,1,12,2,PRCS Kumarihami,SFM Devine,MDN Hansika,1,0,1,,,
1085945,1,12,3,MDN Hansika,SFM Devine,PRCS Kumarihami,0,0,0,,,
1085945,1,12,4,MDN Hansika,SFM Devine,PRCS Kumarihami,0,0,0,,,
1085945,1,12,5,MDN Hansika,SFM Devine,PRCS Kumarihami,1,0,1,,,
1085945,1,12,6,PRCS Kumarihami,SFM Devine,MDN Hansika,0,0,0,,,
1085945,1,13,1,MDN Hansika,AC Kerr,PRCS Kumarihami,0,0,0,,,
1085945,1,13,2,MDN Hansika,AC Kerr,PRCS Kumarihami,1,0,1,,,
1085945,1,13,3,PRCS Kumarihami,AC Kerr,MDN Hansika,0,0,0,,,
1085945,1,13,4,PRCS Kumarihami,AC Kerr,MDN Hansika,0,0,0,,,
1085945,1,13,5,PRCS Kumarihami,AC Kerr,MDN Hansika,1,0,1,,,
1085945,1,13,6,MDN Hansika,AC Kerr,PRCS Kumarihami,0,0,0,,caught,MDN Hansika
1085945,1,14,1,AC Jayangani,LMM Tahuhu,PRCS Kumarihami,0,0,0,,,
1085945,1,14,2,AC Jayangani,LMM Tahuhu,PRCS Kumarihami,0,0,0,,,
1085945,1,14,3,AC Jayangani,LMM Tahuhu,PRCS Kumarihami,0,0,0,,,
1085945,1,14,4,AC Jayangani,LMM Tahuhu,PRCS Kumarihami,0,0,0,,,
1085945,1,14,5,AC Jayangani,LMM Tahuhu,PRCS Kumarihami,1,0,1,,,
1085945,1,14,6,PRCS Kumarihami,LMM Tahuhu,AC Jayangani,0,0,0,,,
1085945,1,15,1,AC Jayangani,AC Kerr,PRCS Kumarihami,0,0,0,,,
1085945,1,15,2,AC Jayangani,AC Kerr,PRCS Kumarihami,1,0,1,,,
1085945,1,15,3,PRCS Kumarihami,AC Kerr,AC Jayangani,0,0,0,,,
1085945,1,15,4,PRCS Kumarihami,AC Kerr,AC Jayangani,0,0,0,,,
1085945,1,15,5,PRCS Kumarihami,AC Kerr,AC Jayangani,0,0,0,,,
1085945,1,15,6,PRCS Kumarihami,AC Kerr,AC Jayangani,1,0,1,,,
1085945,1,16,1,PRCS Kumarihami,LMM Tahuhu,AC Jayangani,0,1,1,wides,,
1085945,1,16,2,PRCS Kumarihami,LMM Tahuhu,AC Jayangani,1,0,1,,,
1085945,1,16,3,AC Jayangani,LMM Tahuhu,PRCS Kumarihami,0,0,0,,,
1085945,1,16,4,AC Jayangani,LMM Tahuhu,PRCS Kumarihami,0,0,0,,,
1085945,1,16,5,AC Jayangani,LMM Tahuhu,PRCS Kumarihami,0,0,0,,,
1085945,1,16,6,AC Jayangani,LMM Tahuhu,PRCS Kumarihami,1,0,1,,,
1085945,1,16,7,PRCS Kumarihami,LMM Tahuhu,AC Jayangani,0,0,0,,,
1085945,1,17,1,AC Jayangani,AC Kerr,PRCS Kumarihami,1,0,1,,,
1085945,1,17,2,PRCS Kumarihami,AC Kerr,AC Jayangani,1,0,1,,,
1085945,1,17,3,AC Jayangani,AC Kerr,PRCS Kumarihami,0,0,0,,,
1085945,1,17,4,AC Jayangani,AC Kerr,PRCS Kumarihami,1,0,1,,,
1085945,1,17,5,PRCS Kumarihami,AC Kerr,AC Jayangani,0,0,0,,,
1085945,1,17,6,PRCS Kumarihami,AC Kerr,AC Jayangani,0,1,1,wides,,
1085945,1,17,7,PRCS Kumarihami,AC Kerr,AC Jayangani,1,0,1,,,
1085945,1,18,1,PRCS Kumarihami,LMM Tahuhu,AC Jayangani,0,1,1,wides,,
1085945,1,18,2,PRCS Kumarihami,LMM Tahuhu,AC Jayangani,0,0,0,,,
1085945,1,18,3,PRCS Kumarihami,LMM Tahuhu,AC Jayangani,4,0,4,,,
1085945,1,18,4,PRCS Kumarihami,LMM Tahuhu,AC Jayangani,0,1,1,wides,,
1085945,1,18,5,PRCS Kumarihami,LMM Tahuhu,AC Jayangani,0,0,0,,,
1085945,1,18,6,PRCS Kumarihami,LMM Tahuhu,AC Jayangani,1,0,1,,,
1085945,1,18,7,AC Jayangani,LMM Tahuhu,PRCS Kumarihami,0,0,0,,,
1085945,1,18,8,AC Jayangani,LMM Tahuhu,PRCS Kumarihami,1,0,1,,,
1085945,1,19,1,AC Jayangani,AM Peterson,PRCS Kumarihami,2,0,2,,,
1085945,1,19,2,AC Jayangani,AM Peterson,PRCS Kumarihami,0,0,0,,,
1085945,1,19,3,AC Jayangani,AM Peterson,PRCS Kumarihami,1,0,1,,,
1085945,1,19,4,PRCS Kumarihami,AM Peterson,AC Jayangani,0,1,1,wides,,
1085945,1,19,5,PRCS Kumarihami,AM Peterson,AC Jayangani,1,0,1,,,
1085945,1,19,6,AC Jayangani,AM Peterson,PRCS Kumarihami,0,0,0,,,
1085945,1,19,7,AC Jayangani,AM Peterson,PRCS Kumarihami,0,0,0,,,
1085945,1,20,1,PRCS Kumarihami,AE Satterthwaite,AC Jayangani,0,0,0,,,
1085945,1,20,2,PRCS Kumarihami,AE Satterthwaite,AC Jayangani,0,0,0,,,
1085945,1,20,3,PRCS Kumarihami,AE Satterthwaite,AC Jayangani,0,0,0,,,
1085945,1,20,4,PRCS Kumarihami,AE Satterthwaite,AC Jayangani,2,0,2,,,
1085945,1,20,5,PRCS Kumarihami,AE Satterthwaite,AC Jayangani,0,0,0,,,
1085945,1,20,6,PRCS Kumarihami,AE Satterthwaite,AC Jayangani,1,0,1,,,
1085945,1,21,1,PRCS Kumarihami,EM Bermingham,AC Jayangani,1,0,1,,,
1085945,1,21,2,AC Jayangani,EM Bermingham,PRCS Kumarihami,1,0,1,,,
1085945,1,21,3,PRCS Kumarihami,EM Bermingham,AC Jayangani,1,0,1,,,
1085945,1,21,4,AC Jayangani,EM Bermingham,PRCS Kumarihami,0,0,0,,,
1085945,1,21,5,AC Jayangani,EM Bermingham,PRCS Kumarihami,0,0,0,,,
1085945,1,21,6,AC Jayangani,EM Bermingham,PRCS Kumarihami,0,0,0,,,
1085945,1,22,1,PRCS Kumarihami,AE Satterthwaite,AC Jayangani,0,0,0,,,
1085945,1,22,2,PRCS Kumarihami,AE Satterthwaite,AC Jayangani,0,0,0,,,
1085945,1,22,3,PRCS Kumarihami,AE Satterthwaite,AC Jayangani,0,0,0,,,
1085945,1,22,4,PRCS Kumarihami,AE Satterthwaite,AC Jayangani,0,0,0,,,
1085945,1,22,5,PRCS Kumarihami,AE Satterthwaite,AC Jayangani,1,0,1,,,
1085945,1,22,6,AC Jayangani,AE Satterthwaite,PRCS Kumarihami,1,0,1,,,
1085945,1,23,1,AC Jayangani,EM Bermingham,PRCS Kumarihami,4,0,4,,,
1085945,1,23,2,AC Jayangani,EM Bermingham,PRCS Kumarihami,0,0,0,,,
1085945,1,23,3,AC Jayangani,EM Bermingham,PRCS Kumarihami,0,0,0,,,
1085945,1,23,4,AC Jayangani,EM Bermingham,PRCS Kumarihami,0,1,1,wides,,
1085945,1,23,5,AC Jayangani,EM Bermingham,PRCS Kumarihami,0,0,0,,,
1085945,1,23,6,AC Jayangani,EM Bermingham,PRCS Kumarihami,0,0,0,,,
1085945,1,23,7,AC Jayangani,EM Bermingham,PRCS Kumarihami,4,0,4,,,
1085945,1,24,1,PRCS Kumarihami,AE Satterthwaite,AC Jayangani,1,0,1,,,
1085945,1,24,2,AC Jayangani,AE Satterthwaite,PRCS Kumarihami,1,0,1,,,
1085945,1,24,3,PRCS Kumarihami,AE Satterthwaite,AC Jayangani,2,0,2,,,
1085945,1,24,4,PRCS Kumarihami,AE Satterthwaite,AC Jayangani,0,0,0,,,
1085945,1,24,5,PRCS Kumarihami,AE Satterthwaite,AC Jayangani,0,0,0,,,
1085945,1,24,6,PRCS Kumarihami,AE Satterthwaite,AC Jayangani,0,0,0,,,
1085945,1,25,1,AC Jayangani,EM Bermingham,PRCS Kumarihami,1,0,1,,,
1085945,1,25,2,PRCS Kumarihami,EM Bermingham,AC Jayangani,1,0,1,,,
1085945,1,25,3,AC Jayangani,EM Bermingham,PRCS Kumarihami,0,0,0,,,
1085945,1,25,4,AC Jayangani,EM Bermingham,PRCS Kumarihami,4,0,4,,,
1085945,1,25,5,AC Jayangani,EM Bermingham,PRCS Kumarihami,1,0,1,,,
1085945,1,25,6,PRCS Kumarihami,EM Bermingham,AC Jayangani,1,0,1,,,
1085945,1,26,1,PRCS Kumarihami,AE Satterthwaite,AC Jayangani,0,0,0,,,
1085945,1,26,2,PRCS Kumarihami,AE Satterthwaite,AC Jayangani,2,0,2,,,
1085945,1,26,3,PRCS Kumarihami,AE Satterthwaite,AC Jayangani,0,0,0,,,
1085945,1,26,4,PRCS Kumarihami,AE Satterthwaite,AC Jayangani,0,0,0,,,
1085945,1,26,5,PRCS Kumarihami,AE Satterthwaite,AC Jayangani,0,0,0,,,
1085945,1,26,6,PRCS Kumarihami,AE Satterthwaite,AC Jayangani,0,0,0,,,
1085945,1,27,1,AC Jayangani,SW Bates,PRCS Kumarihami,0,0,0,,,
1085945,1,27,2,AC Jayangani,SW Bates,PRCS Kumarihami,0,0,0,,,
1085945,1,27,3,AC Jayangani,SW Bates,PRCS Kumarihami,0,0,0,,,
1085945,1,27,4,AC Jayangani,SW Bates,PRCS Kumarihami,0,0,0,,,
1085945,1,27,5,AC Jayangani,SW Bates,PRCS Kumarihami,0,0,0,,,
1085945,1,27,6,AC Jayangani,SW Bates,PRCS Kumarihami,0,0,0,,,
1085945,1,28,1,PRCS Kumarihami,AE Satterthwaite,AC Jayangani,0,0,0,,,
1085945,1,28,2,PRCS Kumarihami,AE Satterthwaite,AC Jayangani,0,0,0,,,
1085945,1,28,3,PRCS Kumarihami,AE Satterthwaite,AC Jayangani,0,0,0,,,
1085945,1,28,4,PRCS Kumarihami,AE Satterthwaite,AC Jayangani,0,0,0,,,
1085945,1,28,5,PRCS Kumarihami,AE Satterthwaite,AC Jayangani,0,0,0,,,
1085945,1,28,6,PRCS Kumarihami,AE Satterthwaite,AC Jayangani,1,0,1,,,
1085945,1,29,1,PRCS Kumarihami,SW Bates,AC Jayangani,0,0,0,,,
1085945,1,29,2,PRCS Kumarihami,SW Bates,AC Jayangani,1,0,1,,,
1085945,1,29,3,AC Jayangani,SW Bates,PRCS Kumarihami,4,0,4,,,
1085945,1,29,4,AC Jayangani,SW Bates,PRCS Kumarihami,1,0,1,,,
1085945,1,29,5,PRCS Kumarihami,SW Bates,AC Jayangani,0,0,0,,,
1085945,1,29,6,PRCS Kumarihami,SW Bates,AC Jayangani,0,0,0,,,
1085945,1,30,1,AC Jayangani,AE Satterthwaite,PRCS Kumarihami,2,0,2,,,
1085945,1,30,2,AC Jayangani,AE Satterthwaite,PRCS Kumarihami,1,0,1,,,
1085945,1,30,3,PRCS Kumarihami,AE Satterthwaite,AC Jayangani,0,0,0,,,
1085945,1,30,4,PRCS Kumarihami,AE Satterthwaite,AC Jayangani,0,0,0,,,
1085945,1,30,5,PRCS Kumarihami,AE Satterthwaite,AC Jayangani,0,0,0,,,
1085945,1,30,6,PRCS Kumarihami,AE Satterthwaite,AC Jayangani,0,0,0,,,
1085945,1,31,1,AC Jayangani,SW Bates,PRCS Kumarihami,1,0,1,,,
1085945,1,31,2,PRCS Kumarihami,SW Bates,AC Jayangani,1,0,1,,,
1085945,1,31,3,AC Jayangani,SW Bates,PRCS Kumarihami,1,0,1,,,
1085945,1,31,4,PRCS Kumarihami,SW Bates,AC Jayangani,1,0,1,,,
1085945,1,31,5,AC Jayangani,SW Bates,PRCS Kumarihami,1,0,1,,,
1085945,1,31,6,PRCS Kumarihami,SW Bates,AC Jayangani,0,0,0,,,
1085945,1,32,1,AC Jayangani,AE Satterthwaite,PRCS Kumarihami,1,0,1,,,
1085945,1,32,2,PRCS Kumarihami,AE Satterthwaite,AC Jayangani,1,0,1,,,
1085945,1,32,3,AC Jayangani,AE Satterthwaite,PRCS Kumarihami,1,0,1,,,
1085945,1,32,4,PRCS Kumarihami,AE Satterthwaite,AC Jayangani,0,0,0,,,
1085945,1,32,5,PRCS Kumarihami,AE Satterthwaite,AC Jayangani,1,0,1,,,
1085945,1,32,6,AC Jayangani,AE Satterthwaite,PRCS Kumarihami,1,0,1,,,
1085945,1,33,1,AC Jayangani,SFM Devine,PRCS Kumarihami,0,0,0,,,
1085945,1,33,2,AC Jayangani,SFM Devine,PRCS Kumarihami,4,0,4,,,
1085945,1,33,3,AC Jayangani,SFM Devine,PRCS Kumarihami,1,0,1,,,
1085945,1,33,4,PRCS Kumarihami,SFM Devine,AC Jayangani,1,0,1,,,
1085945,1,33,5,AC Jayangani,SFM Devine,PRCS Kumarihami,0,0,0,,,
1085945,1,33,6,AC Jayangani,SFM Devine,PRCS Kumarihami,4,0,4,,,
1085945,1,34,1,PRCS Kumarihami,AE Satterthwaite,AC Jayangani,1,0,1,,,
1085945,1,34,2,AC Jayangani,AE Satterthwaite,PRCS Kumarihami,0,0,0,,,
1085945,1,34,3,AC Jayangani,AE Satterthwaite,PRCS Kumarihami,0,0,0,,,
1085945,1,34,4,AC Jayangani,AE Satterthwaite,PRCS Kumarihami,0,0,0,,,
1085945,1,34,5,AC Jayangani,AE Satterthwaite,PRCS Kumarihami,0,0,0,,,
1085945,1,34,6,AC Jayangani,AE Satterthwaite,PRCS Kumarihami,0,0,0,,,
1085945,1,35,1,PRCS Kumarihami,SFM Devine,AC Jayangani,0,1,1,wides,,
1085945,1,35,2,PRCS Kumarihami,SFM Devine,AC Jayangani,1,0,1,,,
1085945,1,35,3,AC Jayangani,SFM Devine,PRCS Kumarihami,4,0,4,,,
1085945,1,35,4,AC Jayangani,SFM Devine,PRCS Kumarihami,0,0,0,,,
1085945,1,35,5,AC Jayangani,SFM Devine,PRCS Kumarihami,0,0,0,,caught,AC Jayangani
1085945,1,35,6,LE Kaushalya,SFM Devine,PRCS Kumarihami,0,0,0,,,
1085945,1,35,7,LE Kaushalya,SFM Devine,PRCS Kumarihami,0,0,0,,,
1085945,1,36,1,PRCS Kumarihami,AC Kerr,LE Kaushalya,0,0,0,,,
1085945,1,36,2,PRCS Kumarihami,AC Kerr,LE Kaushalya,0,0,0,,,
1085945,1,36,3,PRCS Kumarihami,AC Kerr,LE Kaushalya,0,0,0,,,
1085945,1,36,4,PRCS Kumarihami,AC Kerr,LE Kaushalya,0,0,0,,,
1085945,1,36,5,PRCS Kumarihami,AC Kerr,LE Kaushalya,0,0,0,,,
1085945,1,36,6,PRCS Kumarihami,AC Kerr,LE Kaushalya,1,0,1,,,
1085945,1,37,1,PRCS Kumarihami,HR Huddleston,LE Kaushalya,0,0,0,,,
1085945,1,37,2,PRCS Kumarihami,HR Huddleston,LE Kaushalya,0,0,0,,,
1085945,1,37,3,PRCS Kumarihami,HR Huddleston,LE Kaushalya,1,0,1,,,
1085945,1,37,4,LE Kaushalya,HR Huddleston,PRCS Kumarihami,1,0,1,,,
1085945,1,37,5,PRCS Kumarihami,HR Huddleston,LE Kaushalya,0,0,0,,caught,PRCS Kumarihami
1085945,1,37,6,MADD Surangika,HR Huddleston,LE Kaushalya,0,0,0,,,
1085945,1,38,1,LE Kaushalya,AC Kerr,MADD Surangika,2,0,2,,,
1085945,1,38,2,LE Kaushalya,AC Kerr,MADD Surangika,0,0,0,,,
1085945,1,38,3,LE Kaushalya,AC Kerr,MADD Surangika,0,0,0,,,
1085945,1,38,4,LE Kaushalya,AC Kerr,MADD Surangika,0,0,0,,,
1085945,1,38,5,LE Kaushalya,AC Kerr,MADD Surangika,0,0,0,,,
1085945,1,38,6,LE Kaushalya,AC Kerr,MADD Surangika,1,0,1,,run out,MADD Surangika
1085945,1,39,1,LE Kaushalya,HR Huddleston,HASD Siriwardene,0,0,0,,,
1085945,1,39,2,LE Kaushalya,HR Huddleston,HASD Siriwardene,0,0,0,,,
1085945,1,39,3,LE Kaushalya,HR Huddleston,HASD Siriwardene,0,0,0,,,
1085945,1,39,4,LE Kaushalya,HR Huddleston,HASD Siriwardene,1,0,1,,,
1085945,1,39,5,HASD Siriwardene,HR Huddleston,LE Kaushalya,0,0,0,,,
1085945,1,39,6,HASD Siriwardene,HR Huddleston,LE Kaushalya,0,0,0,,,
1085945,1,40,1,LE Kaushalya,LMM Tahuhu,HASD Siriwardene,0,1,1,wides,,
1085945,1,40,2,LE Kaushalya,LMM Tahuhu,HASD Siriwardene,0,0,0,,bowled,LE Kaushalya
1085945,1,40,3,PM Weerakkody,LMM Tahuhu,HASD Siriwardene,4,0,4,,,
1085945,1,40,4,PM Weerakkody,LMM Tahuhu,HASD Siriwardene,0,0,0,,,
1085945,1,40,5,PM Weerakkody,LMM Tahuhu,HASD Siriwardene,1,0,1,,,
1085945,1,40,6,HASD Siriwardene,LMM Tahuhu,PM Weerakkody,1,0,1,,,
1085945,1,40,7,PM Weerakkody,LMM Tahuhu,HASD Siriwardene,0,0,0,,,
1085945,1,41,1,HASD Siriwardene,HR Huddleston,PM Weerakkody,0,0,0,,,
1085945,1,41,2,HASD Siriwardene,HR Huddleston,PM Weerakkody,0,0,0,,,
1085945,1,41,3,HASD Siriwardene,HR Huddleston,PM Weerakkody,0,0,0,,,
1085945,1,41,4,HASD Siriwardene,HR Huddleston,PM Weerakkody,1,0,1,,,
1085945,1,41,5,PM Weerakkody,HR Huddleston,HASD Siriwardene,0,0,0,,caught,PM Weerakkody
1085945,1,41,6,SS Weerakkody,HR Huddleston,HASD Siriwardene,0,0,0,,,
1085945,1,42,1,HASD Siriwardene,LMM Tahuhu,SS Weerakkody,0,0,0,,,
1085945,1,42,2,HASD Siriwardene,LMM Tahuhu,SS Weerakkody,0,0,0,,,
1085945,1,42,3,HASD Siriwardene,LMM Tahuhu,SS Weerakkody,1,0,1,,,
1085945,1,42,4,SS Weerakkody,LMM Tahuhu,HASD Siriwardene,0,0,0,,,
1085945,1,42,5,SS Weerakkody,LMM Tahuhu,HASD Siriwardene,0,0,0,,,
1085945,1,42,6,SS Weerakkody,LMM Tahuhu,HASD Siriwardene,0,0,0,,,
1085945,1,43,1,HASD Siriwardene,HR Huddleston,SS Weerakkody,0,0,0,,,
1085945,1,43,2,HASD Siriwardene,HR Huddleston,SS Weerakkody,0,0,0,,,
1085945,1,43,3,HASD Siriwardene,HR Huddleston,SS Weerakkody,1,0,1,,,
1085945,1,43,4,SS Weerakkody,HR Huddleston,HASD Siriwardene,0,0,0,,,
1085945,1,43,5,SS Weerakkody,HR Huddleston,HASD Siriwardene,0,0,0,,,
1085945,1,43,6,SS Weerakkody,HR Huddleston,HASD Siriwardene,4,0,4,,,
1085945,1,44,1,HASD Siriwardene,LMM Tahuhu,SS Weerakkody,0,0,0,,,
1085945,1,44,2,HASD Siriwardene,LMM Tahuhu,SS Weerakkody,0,0,0,,,
1085945,1,44,3,HASD Siriwardene,LMM Tahuhu,SS Weerakkody,4,0,4,,,
1085945,1,44,4,HASD Siriwardene,LMM Tahuhu,SS Weerakkody,1,0,1,,,
1085945,1,44,5,SS Weerakkody,LMM Tahuhu,HASD Siriwardene,1,0,1,,,
1085945,1,44,6,HASD Siriwardene,LMM Tahuhu,SS Weerakkody,0,0,0,,,
1085945,1,45,1,SS Weerakkody,HR Huddleston,HASD Siriwardene,1,0,1,,,
1085945,1,45,2,HASD Siriwardene,HR Huddleston,SS Weerakkody,1,0,1,,,
1085945,1,45,3,SS Weerakkody,HR Huddleston,HASD Siriwardene,0,0,0,,caught,SS Weerakkody
1085945,1,45,4,HASD Siriwardene,HR Huddleston,KDU Prabodhani,0,0,0,,,
1085945,1,45,5,HASD Siriwardene,HR Huddleston,KDU Prabodhani,1,0,1,,,
1085945,1,45,6,KDU Prabodhani,HR Huddleston,HASD Siriwardene,0,0,0,,,
1085945,1,46,1,HASD Siriwardene,EM Bermingham,KDU Prabodhani,4,0,4,,,
1085945,1,46,2,HASD Siriwardene,EM Bermingham,KDU Prabodhani,1,0,1,,,
1085945,1,46,3,KDU Prabodhani,EM Bermingham,HASD Siriwardene,0,0,0,,,
1085945,1,46,4,KDU Prabodhani,EM Bermingham,HASD Siriwardene,0,0,0,,,
1085945,1,46,5,KDU Prabodhani,EM Bermingham,HASD Siriwardene,0,0,0,,,
1085945,1,46,6,KDU Prabodhani,EM Bermingham,HASD Siriwardene,0,0,0,,,
1085945,1,47,1,HASD Siriwardene,HR Huddleston,KDU Prabodhani,0,0,0,,,
1085945,1,47,2,HASD Siriwardene,HR Huddleston,KDU Prabodhani,0,0,0,,,
1085945,1,47,3,HASD Siriwardene,HR Huddleston,KDU Prabodhani,0,0,0,,caught,HASD Siriwardene
1085945,1,47,4,I Ranaweera,HR Huddleston,KDU Prabodhani,0,0,0,,,
1085945,1,47,5,I Ranaweera,HR Huddleston,KDU Prabodhani,4,0,4,,,
